EXPOCODE 316N145_5 WHP-ID I08S, I09S  DATES 120194-011995              20090518CCHDOSIODM                                                                                                                                                                                                      *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  TRITUM  HELIUM  DELC14  TCARBN  ALKALI  C14ERR  DELC13  DELHE3  DELHER  HELIER    NEON  NEONER  TRITER              QUALT1              QUALT2
                                            DBAR IPTS-68  PSS-78 UMOL/KG IPTS-68  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG      TU NMOL/KG  /MILLE UMOL/KG UMOL/KG  /MILLE  /MILLE  PERCNT  PERCNT NMOL/KG NMOL/KG NMOL/KG      TU                                       *
                         *******                         ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                 *******                                                       *
       6       1      14  SIH002 10081.5  1014.0  4.8080 34.3887   187.8  4.7251 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1      13  SIH018 12587.5  1266.1  3.7118 34.4865   152.7  3.6163 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1      12  SIH016 15101.1  1518.9  3.1832 34.5632   150.5  3.0717 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1      11  SIH015 18107.6  1821.3  2.7273 34.6482   155.4  2.5955 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1      10  SIH013 20061.6  2017.8  2.4871 34.6885   163.4  2.3415 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       9  SIH012 22082.6  2221.1  2.2694 34.7167   172.1  2.1092 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       8  SIH010 24092.3  2423.3  2.0543 34.7350   181.6  1.8797 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       7  SIH009 26128.8  2628.1  1.8948 34.7393   182.0  1.7045 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       6  SIH038 28141.5  2830.6  1.7205 34.7389   190.5  1.5147 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       5  SIH006 30021.2  3019.6  1.5617 34.7350   192.5  1.3414 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       4  SIH004 32035.8  3222.3  1.4133 34.7303   189.4  1.1768 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       3  SIH025 34113.1  3431.2  1.3086 34.7262   195.1  1.0540 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       2  SIH001 35675.3  3588.4  1.2545 34.7229   191.4  0.9854 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       6       1       1  SIH036 36945.0  3716.1  1.2172 34.7215   192.8  0.9359 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
       7       1      24  SIH037   169.5    12.4 19.2683 35.8075   241.2 19.2661 35.8086   235.2    0.41   -0.17    0.00    0.16   2.566   1.352   1.070  1.8090  -999.0  2062.8  2351.8    -9.0    -9.0   -1.69    0.16  0.0030   7.303   0.031   0.013 2222222222223962923 2222222222223962923
       7       1      23  SIH033   365.8    32.1 18.5605 35.7825   235.5 18.5549 35.7736   237.7    0.43   -0.17    0.00    0.17   2.592   1.385   0.997  1.7420  -999.0  2064.6    -9.0    -9.0    -9.0   -1.61    0.17  0.0030   7.094   0.041   0.013 2222222226622929922 2222222226622929922
       7       1      22  SIH031   616.0    57.2 17.6663 35.7963   246.3 17.6565 35.7943   243.9    0.62   -0.05    0.00    0.17   2.424   1.345  -0.028  1.7290  -999.0  2060.6  2356.6    -9.0    -9.0   -1.35    0.16  0.0030   7.043   0.034   0.005 2222222222242922922 2222222222242922922
       7       1      21  SIH030  1112.9   107.2 16.1024 35.6903   248.1 16.0853 35.6954   248.3    0.63    0.03    0.00    0.20   2.925   1.512   0.926  1.7390  -999.0  2063.2  2342.9    -9.0    -9.0   -1.52    0.17  0.0030   7.174   0.023   0.012 2222222222222922922 2222222222222922922
       7       1      20  SIH028  2108.8   207.3 13.8685 35.4249   238.6 13.8386 35.4243   240.9    0.99    3.52    0.19    0.45   3.192   1.620   0.909  1.7710  -999.0  2084.0  2328.4    -9.0    -9.0    1.44    0.14  0.0030   7.330   0.031   0.014 2222222222222922932 2222222222222922932
       7       1      19  SIH027  3114.7   308.4 12.2052 35.1537   238.2 12.1643 35.1543   239.5    1.85    7.67    0.01    0.68   3.419   1.658   0.738  1.8260  -999.0  2097.0  2312.4    -9.0    -9.0   -1.17    0.17  0.0030   7.572   0.044   0.010 2222222222222922922 2222222222222922922
       7       1      18  SIH003  4114.8   409.0 10.9688 34.9476   243.7 10.9180 34.9469   241.4    3.04   11.07    0.01    0.88   3.363   1.602  -0.024  1.7960  -999.0  2103.8  2305.2    -9.0    -9.0   -0.94    0.16  0.0020   7.531   0.023   0.005 2222222222242922922 2222222222242922922
       7       1      17  SIH024  5105.8   508.7 10.2320 34.8305   246.0 10.1714 34.8294   245.3    3.56   12.70    0.00    0.98   3.425   1.631   0.585  1.8610  -999.0  2106.6  2296.6    -9.0    -9.0   -0.87    0.17  0.0030   7.843   0.032   0.009 2222222222222922922 2222222222222922922
       7       1      16  SIH022  6109.8   609.6  9.5068 34.7127   244.2  9.4371 34.7131   239.5    4.90   15.50    0.00    1.14   3.056   1.485   0.317  1.8350  -999.0  2114.7  2289.9    -9.0    -9.0   -0.54    0.16  0.0030   7.764   0.030   0.007 2222222222222922922 2222222222222922922
       7       1      15  SIH021  8108.5   810.6  7.6574 34.5221   212.8  7.5747 34.5199   205.9   13.14   23.62    0.00    1.63  -9.000  -9.000   0.363 -9.0000  -999.0  2149.1  2292.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000   0.007 3222222229925922999 2222222229925922999
       7       1      14  SIH002 10111.3  1012.1  4.7776 34.3906   190.0  4.6951 34.3912   191.3   35.31   30.94    0.00    2.13   0.515   0.256   0.066  1.8670  -999.0  2195.6  2307.6    -9.0    -9.0    3.92    0.12  0.0020   8.009   0.048   0.005 2222222222222922922 2222222222222922922
       7       1      13  SIH018 12107.4  1212.9  3.8484 34.4695   165.7  3.7562 34.4707   163.1   60.32   34.16    0.00    2.38   0.120   0.069   0.022  1.8280  -999.0  2238.1    -9.0    -9.0    -9.0    7.27    0.17  0.0030   7.875   0.022   0.006 2222222222222929922 2222222222222929922
       7       1      12  SIH016 14126.0  1415.9  3.4066 34.5411   154.4  3.3014 34.5408   153.1   73.74   35.03    0.00    2.44   0.035   0.016   0.005  1.9250  -999.0  2256.2  2346.7    -9.0    -9.0    9.12    0.12  0.0020   8.215   0.026   0.005 2222222222223922923 2222222222223922923
       7       1      11  SIH015 16129.3  1617.4  3.0304 34.5930   156.9  2.9123 34.5938   160.1   80.30   34.80    0.00    2.42   0.011   0.005   0.000  1.8480  -999.0  2261.6  2347.1    -9.0    -9.0   10.46    0.15  0.0030   7.918   0.025   0.000 2222222222252962922 2222222222252962922
       7       1      10  SIH013 19156.6  1921.9  2.5717 34.6764   165.1  2.4333 34.6781   165.1   88.35   33.52    0.00    2.33   0.006  -0.001   0.096  1.8860  -999.0  2264.4  2354.9    -9.0    -9.0   11.40    0.12  0.0020   8.071   0.032   0.005 2222222222242922922 2222222222242922922
       7       1       9  SIH012 22158.9  2223.9  2.2931 34.7169   177.9  2.1323 34.7170   177.2   89.87   32.24    0.00    2.23   0.014   0.005   0.131  1.9290  -999.0  2258.7  2359.2    -9.0    -9.0   11.77    0.10  0.0030   8.263   0.023   0.005 2222222223242922922 2222222223242922922
       7       1       8  SIH010 25194.1  2529.2  1.9997 34.7399   191.2  1.8164 34.7414   189.9   91.90   31.15    0.00    2.15   0.014  -0.001   0.038  1.9950  -999.0  2252.9  2356.6    -9.0    -9.0   11.94    0.13  0.0030  -9.000  -9.000   0.005 2222222223243922925 2222222223243922925
       7       1       7  SIH009 28236.9  2835.3  1.7144 34.7407   196.5  1.5083 34.7408   195.9   99.13   31.24    0.00    2.15   0.030   0.029   0.078  1.9120  -999.0  2255.4    -9.0    -9.0    -9.0   11.63    0.10  0.0030   8.221   0.040   0.005 2222222224442929922 2222222224442929922
       7       1       6  SIH038 31268.8  3140.3  1.4716 34.7348   199.5  1.2417 34.7343   199.3  106.18   31.43    0.00    2.17   0.010   0.007  -0.004  2.5290  -999.0  2256.7  2366.6    -9.0    -9.0    8.75    0.13  0.0030  10.330  20.062   0.005 2222222223324922934 2222222223324922934
       7       1       5  SIH006 34298.6  3445.0  1.3013 34.7286   201.0  1.0454 34.7272   201.8  111.39   31.74    0.00    2.18  -9.000  -9.000   0.005  1.9300  -999.0  2260.1  2380.8    -9.0    -9.0   10.55    0.16  0.0040   8.310   0.034   0.005 2222222229922923922 2222222229922923922
       7       1       4  SIH004 37326.3  3749.6  1.1925 34.7227   202.6  0.9084 34.7223   203.1  114.92   31.97    0.00    2.20   0.012   0.007   0.087  2.2310  -999.0  2263.4  2370.6    -9.0    -9.0    9.51    0.13  0.0030   9.349   0.044   0.005 2222222223344922924 2222222223344922924
       7       1       3  SIH025 40393.0  4058.1  1.0681 34.7155   205.2  0.7550 34.7150   205.3  118.46   32.13    0.00    2.21   0.006   0.001   0.000  1.9430  -999.0  2265.0  2371.4    -9.0    -9.0   10.23    0.16  0.0040   8.352   0.052   0.000 2222222222252922922 2222222222252922922
       7       1       2  SIH001 41426.5  4162.0  1.0312 34.7131   205.7  0.7080 34.7131   206.3  119.64   32.18    0.00    2.22   0.005   0.001   0.156  2.0590  -999.0  2266.1  2372.4    -9.0    -9.0    9.82    0.13  0.0030   8.765   0.040   0.008 2222222222243922923 2222222222243922923
       7       1       1  SIH036 42331.3  4253.0  1.0178 34.7137   204.8  0.6850 34.7123   206.7  119.74   32.18    0.00    2.21  -0.005  -0.004   0.000  1.8160  -999.0  2266.0  2372.2    -9.0    -9.0   10.51    0.16  0.0040   7.428   0.036   0.000 2222222222253962924 2222222222253962924
       8       1      24  SIH037   179.4    13.7 19.3077 35.8068   244.2 19.3052 35.8084   233.1    0.99    0.11    0.00    0.17   2.562   1.364  -9.000 -9.0000  -999.0  2063.8    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255969999 2222222222255969999
       8       1      23  SIH033   382.9    34.2 18.8107 35.8067   244.7 18.8047 35.7910   237.9    1.04    0.07    0.00    0.17   2.625   1.365  -9.000 -9.0000  -999.0  2062.1  2353.1    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1      22  SIH031   627.8    58.8 16.9646 35.6809   256.7 16.9549 35.6786   248.9    1.07    0.04    0.00    0.18   2.835   1.436  -9.000 -9.0000  -999.0    -9.0  2345.2    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255992999 2222222222255992999
       8       1      21  SIH030  1178.5   114.2 15.2802 35.5719   247.1 15.2627 35.5721   242.7    1.11    0.70    0.34    0.28   2.988   1.517  -9.000 -9.0000  -999.0  2073.1  2346.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1      20  SIH028  2168.2   213.7 13.2828 35.3044   229.0 13.2528 35.3029   232.4    2.33    6.12    0.01    0.60   3.215   1.567  -9.000 -9.0000  -999.0  2094.7  2318.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1      19  SIH027  3164.5   313.9 11.7497 35.0685   239.8 11.7091 35.0693   238.7    3.39    9.26    0.00    0.78   3.438   1.646  -9.000 -9.0000  -999.0  2102.1  2309.4    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1      18  SIH003  4166.9   414.7 10.9770 34.9512   245.8 10.9254 34.9502   244.4    3.76   10.62    0.00    0.86  -9.000  -9.000  -9.000 -9.0000  -999.0  2102.7    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955929999 2222222229955929999
       8       1      17  SIH024  5135.5   512.1 10.0595 34.8022   241.5  9.9991 34.8039   241.0    4.65   13.32    0.00    1.03   3.345   1.590  -9.000 -9.0000  -999.0  2110.4    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255929999 2222222222255929999
       8       1      16  SIH022  6113.5   610.4  9.3640 34.6901   237.3  9.2947 34.6930   238.3    5.87   15.85    0.00    1.18  -9.000  -9.000  -9.000 -9.0000  -999.0  2117.5  2302.1    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
       8       1      15  SIH021  8227.0   823.0  6.6181 34.4614   200.4  6.5406 34.4640   198.1   20.56   25.94    0.00    1.83   1.004   0.505  -9.000 -9.0000  -999.0  2165.9  2299.2    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1      14  SIH002 10335.3  1035.0  4.3701 34.4083   181.2  4.2888 34.4080   182.1   44.67   31.62    0.00    2.23   0.335   0.168  -9.000 -9.0000  -999.0  2211.4    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255929999 2222222222255929999
       8       1      13  SIH018 12256.9  1228.3  3.8244 34.4762   163.6  3.7311 34.4752   161.1   62.53   33.63    0.00    2.40  -9.000  -9.000  -9.000 -9.0000  -999.0  2240.4    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955929999 2222222229955929999
       8       1      12  SIH016 14471.2  1451.0  3.4287 34.5392   154.5  3.3202 34.5404   152.7   74.51   34.36    0.00    2.44  -9.000  -9.000  -9.000 -9.0000  -999.0  2256.4  2340.7    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
       8       1      11  SIH015 17344.2  1740.0  2.9883 34.6075   154.9  2.8601 34.6087   154.6   83.28   34.06    0.00    2.42  -9.000  -9.000  -9.000 -9.0000  -999.0  2266.7  2355.2    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955962999 2222222229955962999
       8       1      10  SIH013 20244.6  2031.8  2.5800 34.6770   165.1  2.4318 34.6783   165.5   89.37   32.82    0.00    2.34  -9.000  -9.000  -9.000 -9.0000  -999.0  2264.9  2358.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
       8       1       9  SIH012 23185.6  2327.6  2.2857 34.7178   178.4  2.1157 34.7186   177.5   91.06   31.52    0.00    2.23  -9.000  -9.000  -9.000 -9.0000  -999.0  2260.1  2361.2    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
       8       1       8  SIH010 26250.5  2635.9  1.9939 34.7397   189.7  1.8008 34.7404   189.7   93.11   30.59    0.00    2.15  -9.000  -9.000  -9.000 -9.0000  -999.0  2253.4  2358.8    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
       8       1       7  SIH009 29305.1  2943.1  1.7095 34.7408   195.6  1.4933 34.7380   194.4   98.52   30.63    0.00    2.16   0.002   0.003  -9.000 -9.0000  -999.0  2254.9  2358.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222223255922999 2222222223255922999
       8       1       6  SIH038 32366.0  3251.0  1.4174 34.7329   198.4  1.1779 34.7321   199.7  108.46   30.98    0.00    2.18   0.009   0.001  -9.000 -9.0000  -999.0  2259.3  2366.1    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1       5  SIH006 35507.5  3567.0  1.2874 34.7270   200.8  1.0196 34.7266   201.4  112.68   31.18    0.00    2.19   0.011   0.003  -9.000 -9.0000  -999.0  2261.8  2371.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1       4  SIH004 38519.2  3870.0  1.1805 34.7213   202.8  0.8842 34.7207   203.1  116.07   31.48    0.00    2.20   0.058   0.016  -9.000 -9.0000  -999.0  2263.8  2370.4    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222223355922999 2222222223355922999
       8       1       3  SIH025 41508.5  4170.7  1.0962 34.7168   204.5  0.7702 34.7154   204.7  118.95   31.67    0.00    2.22   0.011   0.009  -9.000 -9.0000  -999.0  2265.6  2371.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1       2  SIH001 42507.5  4271.2  1.0807 34.7152   204.8  0.7441 34.7142   205.2  119.48   31.55    0.00    2.22   0.007   0.007  -9.000 -9.0000  -999.0  2265.5  2383.2    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
       8       1       1  SIH036 43317.7  4352.7  1.0576 34.7143   203.5  0.7127 34.7131   205.8  119.77   31.61    0.00    2.22   0.023   0.002  -9.000 -9.0000  -999.0  2266.7  2384.7    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222223255962999 2222222223255962999
       9       1      24  SIH037   180.8    13.9 18.9562 35.8235   243.6 18.9537 35.8238   234.0    1.44   -0.08    0.00    0.16   1.548   1.363  -9.000 -9.0000   101.8  2062.9  2355.5     3.8    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222224255262999 2222222224255262999
       9       1      23  SIH033   378.1    33.7 18.7561 35.8297   240.4 18.7501 35.8287   235.6    1.46   -0.11    0.00    0.16   2.613   1.371  -9.000 -9.0000    89.3  2065.5    -9.0     3.1    1.54 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255229299 2222222222255229299
       9       1      22  SIH031   625.5    58.5 16.9915 35.6934   252.6 16.9818 35.6948   249.2    1.49   -0.14    0.00    0.17   2.871   1.452  -9.000 -9.0000    94.3  2058.8  2345.2     2.1    1.61 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255622699 2222222222255622699
       9       1      21  SIH030  1131.2   109.4 14.9757 35.5092   243.0 14.9591 35.5103   243.8    1.70    1.02    0.21    0.31   3.041   1.536  -9.000 -9.0000    94.9  2072.4  2334.5     3.7    1.45 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      20  SIH028  2103.0   207.1 13.0366 35.2647   229.3 13.0080 35.2686   232.7    2.91    6.71    0.01    0.63   3.260   1.579  -9.000 -9.0000    89.2  2095.9  2317.3     2.9    1.27 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      19  SIH027  3074.0   304.8 11.8658 35.0865   235.3 11.8262 35.0856   238.6    3.63    9.13    0.01    0.77   3.396   1.638  -9.000 -9.0000    83.2  2099.8  2309.4     3.0    1.27 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      18  SIH003  4073.2   405.2 10.9989 34.9519   240.8 10.9485 34.9514   240.6    4.33   11.07    0.01    0.89   3.383   1.603  -9.000 -9.0000    69.5  2104.4  2301.9     3.0    1.33 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      17  SIH024  5041.4   502.6 10.2864 34.8362   241.9 10.2262 34.8389   241.2    5.04   12.97    0.00    1.00   3.320   1.563  -9.000 -9.0000    85.0  2107.6  2296.5     3.5    1.31 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655222299 2222222226655222299
       9       1      16  SIH022  6166.8   615.8  9.5084 34.7166   237.1  9.4379 34.7170   236.1    6.26   15.85    0.00    1.17   2.968   1.404  -9.000 -9.0000    64.8  2115.1  2290.0     4.2    1.30 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      15  SIH021  8196.2   819.9  7.3837 34.5084   203.1  7.3018 34.5089   203.9   16.14   24.09    0.00    1.69   1.234   0.611  -9.000 -9.0000   -21.1  2153.9  2286.0     8.2    1.13 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      14  SIH002 10128.5  1014.2  4.8412 34.3874   191.7  4.7580 34.3884   193.5   35.04   30.49    0.00    2.12   0.574   0.283  -9.000 -9.0000   -81.1  2193.1  2298.2     3.2    0.89 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655222299 2222222226655222299
       9       1      13  SIH018 12106.6  1213.2  3.8614 34.4620   166.1  3.7690 34.4622   165.2   60.20   33.83    0.00    2.38   0.121   0.059  -9.000 -9.0000  -122.5  2234.4  2322.0     4.4    0.54 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      12  SIH016 14326.8  1436.5  3.3084 34.5454   154.5  3.2026 34.5457   154.1   75.34   34.78    0.00    2.44   0.039   0.018  -9.000 -9.0000  -137.7  2256.2  2344.7     3.8    0.47 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1      11  SIH015 17215.1  1727.0  2.8131 34.6348   158.3  2.6883 34.6362   157.6   86.22   34.23    0.00    2.40   0.009   0.006  -9.000 -9.0000  -149.8  2265.7  2353.0     2.7    0.43 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255262299 2222222222255262299
       9       1      10  SIH013 20267.2  2034.0  2.4702 34.6927   168.9  2.3234 34.6936   168.5   89.97   32.94    0.00    2.31   0.007   0.000  -9.000 -9.0000  -149.4  2262.1  2366.7     3.2    0.45 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       9  SIH012 23189.0  2327.9  2.1889 34.7289   182.8  2.0205 34.7290   182.4   90.50   31.61    0.00    2.20   0.011   0.000  -9.000 -9.0000  -148.6  2254.4  2355.5     4.4    0.48 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       8  SIH010 26235.6  2634.4  1.9113 34.7421   191.8  1.7200 34.7431   191.8   94.92   31.00    0.00    2.15   0.004   0.001  -9.000 -9.0000  -154.6  2252.8  2365.6     3.1    0.46 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       7  SIH009 29328.5  2945.5  1.6441 34.7399   196.5  1.4290 34.7402   196.6  102.07   31.17    0.00    2.16   0.008  -0.004  -9.000 -9.0000  -163.0  2256.2  2363.0     4.7    0.50 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       6  SIH038 32272.3  3241.6  1.4154 34.7331   199.4  1.1769 34.7325   199.6  108.87   31.45    0.00    2.18   0.008  -0.003  -9.000 -9.0000  -164.0  2258.1  2365.2     3.3    0.49 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       5  SIH006 35358.9  3552.1  1.2540 34.7264   201.8  0.9886 34.7258   202.0  113.63   31.77    0.00    2.20   0.006   0.006  -9.000 -9.0000  -156.2  2261.1  2367.8     4.1    0.45 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       4  SIH004 38304.7  3848.4  1.1458 34.7202   202.6  0.8527 34.7188   203.5  117.21   32.00    0.00    2.22   0.010   0.002  -9.000 -9.0000  -156.3  2262.6  2371.2     5.0    0.48 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       3  SIH025 39908.6  4009.7  1.1125 34.7183   203.2  0.8033 34.7164   203.9  118.41   32.07    0.00    2.22   0.008  -0.001  -9.000 -9.0000  -151.0  2265.0  2385.7     2.8    0.46 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255223299 2222222222255223299
       9       1       2  SIH001 40979.9  4117.5  1.0896 34.7167   204.0  0.7695 34.7160   204.3  119.11   32.14    0.00    2.22   0.012   0.000  -9.000 -9.0000  -140.2  2265.5  2370.0     4.4    0.45 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
       9       1       1  SIH036 41512.0  4171.0  1.0836 34.7165   203.7  0.7578 34.7146   204.3  119.13   32.05    0.00    2.22   0.007   0.000  -9.000 -9.0000  -133.2  2266.1  2375.8     3.6    0.47 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255262299 2222222222255262299
